jobs_id,salary
3123,Rp8.000.000 – 15.000.000
3124,Rp7.500.000 – 8.000.000
3125,Rp5.000.000 – 10.000.000
3126,Rp2.000.000 – 4.000.000
3127,Rp1.500.000 – 2.500.000
3128,Rp4.000.000 – 8.000.000
3130,Rp8.000.000 – 15.000.000
3131,Rp5.000.000 – 10.000.000
3132,Rp5.000.000 – 10.000.000
3133,Rp4.000.000 – 8.000.000
3134,Rp4.000.000 – 8.000.000
3135,Rp8.000.000 – 15.000.000
3136,Rp4.000.000 – 8.000.000
3137,Rp1.500.000 – 2.500.000
3138,Rp5.000.000 – 10.000.000
3139,Rp7.000.000 – 10.000.000
3140,Rp1.500.000 – 2.500.000
3141,Rp4.000.000 – 8.000.000
3142,Rp5.000.000 – 10.000.000
3143,Rp1.500.000 – 2.500.000
3144,Rp4.000.000 – 8.000.000
3146,Rp5.000.000 – 10.000.000
3147,Rp8.000.000 – 15.000.000
3148,Rp5.000.000 – 10.000.000
3149,Rp4.000.000 – 7.000.000
3150,Rp4.000.000 – 8.000.000
3151,Rp5.000.000 – 6.000.000
3152,Rp6.000.000 – 12.000.000
3153,Rp7.000.000 – 15.000.000
3155,Rp6.500.000 – 7.500.000
3156,Rp6.500.000 – 8.000.000
3158,Rp3.000.000 – 6.000.000
3159,Rp4.000.000 – 8.000.000
3160,Rp6.000.000 – 12.000.000
3161,Rp5.000.000 – 10.000.000
3162,Rp3.500.000 – 4.800.000
3163,Rp1.000.000 – 2.000.000
3164,Rp4.000.000 – 8.000.000
3165,Rp6.000.000 – 10.000.000
3166,Rp1.200.000 – 1.250.000
3167,Rp6.000.000 – 12.000.000
3168,Rp5.000.000 – 10.000.000
3169,Rp3.000.000 – 6.000.000
3170,Rp4.000.000 – 8.000.000
3171,Rp5.000.000 – 10.000.000
3172,Rp5.000.000 – 10.000.000
3173,Rp4.000.000 – 8.000.000
3174,Rp6.000.000 – 12.000.000
3176,Rp4.000.000 – 8.000.000
3177,Rp4.900.000 – 7.000.000
3178,Rp5.000.000 – 10.000.000
3179,Rp4.000.000 – 8.000.000
3180,Rp1.500.000 – 2.500.000
3181,Rp8.000.000 – 15.000.000
3182,Rp4.000.000 – 8.000.000
3183,Rp5.000.000 – 10.000.000
3184,Rp2.000.000 – 4.000.000
3186,Rp3.000.000 – 6.000.000
3187,Rp1.500.000 – 2.500.000
3188,Rp3.000.000 – 6.000.000
3189,Rp4.000.000 – 8.000.000
3190,Rp8.000.000 – 15.000.000
3191,Rp5.000.000 – 10.000.000
3192,Rp5.000.000 – 7.000.000
3193,Rp4.000.000 – 8.000.000
3194,Rp6.000.000 – 12.000.000
3195,Rp8.000.000 – 15.000.000
