company_name,job_position,employment_type,working_location_type,working_location,min_experience,salary,company_industry,company_location,company_employess_count,jobs_id,kategori
PT Gree Electric Appliances Indonesia,Project Sales Architect (B2B),Penuh waktu,On-site,Tangerang Regency,Min. 1 years of experience,Negotiable,Electronics,Jakarta Utara,>100,2500,"['Sales', 'Business Development', 'Project Management', 'Engineering (non-software)']"
PT Gree Electric Appliances Indonesia,Project Sales Engineer B2B - Lampung,Penuh waktu,On-site,Bandar Lampung,Min. 1 years of experience,Negotiable,Electronics,Jakarta Utara,>100,2501,"['Sales', 'Business Development', 'Project Management', 'Engineering (non-software)']"
PT.Enseval Putera Megatrading Tbk,Salesman (Pontianak),Penuh waktu,On-site,Pontianak,Min. Freshgrad,Negotiable,Pharmaceutical Manufacturing,Jakarta Timur,50–100,2502,['Sales']
PT Gree Electric Appliances Indonesia,Admin Project (Mandarin),Penuh waktu,On-site,Jakarta Utara,Min. Freshgrad,Negotiable,Electronics,Jakarta Utara,>100,2503,"['Project Management', 'Administrative & Secretarial']"
Adira Finance,Cluster Collection Support - Bengkulu,Penuh waktu,On-site,Bengkulu,Min. 1 years of experience,Negotiable,Financial Services,Jakarta,-,2504,"['Finance', 'Administrative & Secretarial', 'Customer Service & Support']"
Ruangguru,Guru SMA & UTBK - Jimbaran,Freelance,On-site,Badung Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2505,['Education & Training']
Adira Finance,Sales Officer - Latulemen,Penuh waktu,On-site,Jakarta Barat,Min. 1 years of experience,Negotiable,Financial Services,Jakarta,-,2506,['Sales']
Ruangguru,(Talent Pool) Sales Trainee Academy - Kudus,Magang,On-site,Kudus Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2508,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Sales Trainee Academy by Ruangguru - Jember (Sumbersari),Freelance,On-site,Jember Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2509,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
Ruangguru,Branch Manager - Sumedang - Prabu Geusan Ulun,Kontrak,On-site,Sumedang Regency,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2510,"['Management & Leadership', 'Operations Management', 'Sales']"
Ruangguru,Branch Manager - Ambon (Maluku),Penuh waktu,On-site,Ambon,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2511,"['Management & Leadership', 'Operations Management', 'Sales']"
Ruangguru,Master Teacher - Parigi Moutong,Freelance,On-site,Parigi Moutong Regency,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,2512,['Education & Training']
Ruangguru,Master Teacher Ruangguru - Cirebon,Freelance,On-site,Cirebon,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2513,['Education & Training']
Ruangguru,Guru SMA & UTBK - Gianyar,Freelance,On-site,Gianyar Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2514,['Education & Training']
Ruangguru,Master Teacher Ruangguru - Pasuruan,Freelance,On-site,Pasuruan Regency,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,2515,['Education & Training']
Ruangguru,Sales Trainee Academy Baubau - Batara Guru,Magang,On-site,Baubau,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2516,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Sales Trainee Academy Malang - Sawojajar,Magang,On-site,Malang Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2517,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Master Teacher Ruangguru - Kabupaten Merangin Jambi,Penuh waktu,On-site,Merangin Regency,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,2518,['Education & Training']
Ruangguru,Branch Manager English Academy - Depok - Sukmajaya,Penuh waktu,On-site,Depok,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2519,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
Anteraja,Staging Store Leader (Samarinda),Kontrak,On-site,Samarinda,Min. 1 years of experience,Negotiable,Freight And Package Transportation,Jakarta Selatan,>100,2520,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
Ruangguru,Sales Trainee Academy by Ruangguru - Banyuwangi (Genteng),Freelance,On-site,Banyuwangi Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2521,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
Ruangguru,Master Teacher Ruangguru - Kabupaten Karangasem Bali,Freelance,On-site,Karangasem Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2523,['Education & Training']
Ruangguru,Master Teacher Sempoa Ruangguru - Kabupaten Kuningan,Freelance,On-site,Kuningan Regency,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,2524,['Education & Training']
Ruangguru,(Talent Pool) Sales Trainee Academy - Merangin,Magang,Hybrid,Merangin Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2525,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,(Talent Pool) Sales Trainee Academy - Tulungagung,Magang,Hybrid,Tulungagung Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2526,"['Internship & Trainee Programs', 'Sales']"
Anteraja,B2B Solution Partner Specialist,Kontrak,On-site,Jakarta Selatan,Min. 1 years of experience,Rp5.000.000 – 6.000.000,Freight And Package Transportation,Jakarta Selatan,>100,2537,"['Sales', 'Business Development', 'Consulting']"
Dexa Group,Medical Representative - Ambon,Penuh waktu,On-site,Ambon,Min. 1 years of experience,Negotiable,Pharmaceutical,Tangerang Selatan,-,2561,"['Sales', 'Healthcare & Medical']"
Dexa Group,Medical Representative - Palu,Penuh waktu,On-site,Palu,Min. 1 years of experience,Negotiable,Pharmaceutical,Tangerang Selatan,-,2565,"['Sales', 'Healthcare & Medical']"
Pou Chen Group Indonesia,Export and Import Staff_Pekalongan Area,Penuh waktu,On-site,Pekalongan Regency,Min. 1 years of experience,Rp2.500.000 – 8.000.000,Spectator Sports,Banten,50–100,2566,['Supply Chain & Logistics']
Dexa Group,Medical Representative Bangko,Penuh waktu,On-site,Merangin Regency,Min. 1 years of experience,Negotiable,Pharmaceutical,Tangerang Selatan,-,2567,"['Sales', 'Healthcare & Medical']"
Imperial Group,Asian Head Dessert,Penuh waktu,Hybrid,Jakarta Pusat,Min. 1 years of experience,Negotiable,Food And Beverage,Jakarta,>100,2568,"['Hospitality & F&B', 'Management & Leadership']"
ENNOVI,Engineer - Production,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Electric Motors And Gears Distributor,Jakarta,>100,2569,"['Engineering (non-software)', 'Production & Manufacturing']"
GF Culinary,Store Assistant - Manager,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Restaurants,Jakarta Utara,-,2570,"['Retail', 'Management & Leadership']"
Indonesia Digital Ecosystem (INDICO),Talent Acquisition Associate INDICO,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Digital Business,Jakarta,-,2571,['Recruitment']
PT. Suryaraya Rubberindo Industries,IT Operation - Sect. Head,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Otomotive,Jakarta,>100,2572,"['IT Operations & Support', 'Management & Leadership']"
PT. Suryaraya Rubberindo Industries,Corp. Internal Audit - Officer,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Otomotive,Jakarta,>100,2573,['Audit']
PT Jakarana Tama Gaga,Business Process Improvement Manager,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Beverage and Food Manufacturing,Jakarta,-,2574,"['Operations Management', 'Business Analysis', 'Management & Leadership']"
PT Jakarana Tama Gaga,Production Manager (FMCG),Penuh waktu,On-site,Bogor,Min. 1 years of experience,Negotiable,Beverage and Food Manufacturing,Jakarta,-,2575,"['Production & Manufacturing', 'Management & Leadership']"
PT Daikin Applied Solutions Indonesia,IT Sales - Force System,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Home Appliences,Jakarta,>100,2576,"['Sales', 'IT Operations & Support']"
PT Jakarana Tama Gaga,Brand Activation Supervisor,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Beverage and Food Manufacturing,Jakarta,-,2577,"['Marketing', 'Management & Leadership']"
PT Daikin Applied Solutions Indonesia,Trainer - HVAC,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Home Appliences,Jakarta,>100,2578,"['Education & Training', 'Engineering (non-software)', 'Skilled Trades & Technician']"
PT Surya Semesta Internusa TBK,Legal & Corporate Secretary - Officer,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Investment Management,Jakarta,>100,2580,"['Legal & Compliance', 'Administrative & Secretarial']"
GF Culinary,Operational - Manager,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Restaurants,Jakarta Utara,-,2581,"['Operations Management', 'Management & Leadership']"
PT. Suryaraya Rubberindo Industries,Cost Accounting - Staff,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Otomotive,Jakarta,>100,2582,"['Accounting', 'Finance']"
Flora Food Group,Innovation Marketing - Manager,Penuh waktu,On-site,Tangerang,Min. 4 years of experience,Negotiable,B2B Food Ingredients,Jakarta,>100,2583,"['Marketing', 'Research & Development', 'Management & Leadership']"
Flora Food Group,Supply Chain Finance Assistant - Manager,Penuh waktu,On-site,Cikarang,Min. 4 years of experience,Negotiable,B2B Food Ingredients,Jakarta,>100,2584,"['Finance', 'Supply Chain & Logistics', 'Management & Leadership']"
Flora Food Group,"Regional Sales Manager, Food Service - West",Penuh waktu,On-site,Tangerang,Min. 4 years of experience,Negotiable,B2B Food Ingredients,Jakarta,>100,2585,"['Sales', 'Hospitality & F&B', 'Management & Leadership']"
Duitku,Channel Partnership - Staff,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Finance,Jakarta,-,2586,"['Business Development', 'Sales']"
PT. Infracom Technology,Technical Account - Manager,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Information Technology,Jakarta,-,2587,"['Account Management', 'Sales', 'IT Operations & Support', 'Management & Leadership']"
PT. Infracom Technology,Account - Manager,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Information Technology,Jakarta,-,2588,"['Account Management', 'Sales']"
Transmedic Group,Payroll - Accountant,Penuh waktu,On-site,Jakarta,Min. 5+ years of experience,Negotiable,Medical Services,Jakarta,>100,2589,"['Compensation & Benefits', 'Accounting', 'Human Resources']"
PT. Infracom Technology,Middleware - Engineer,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Information Technology,Jakarta,-,2590,"['Software Engineering', 'IT Operations & Support']"
PT Traktor Nusantara (TRAKNUS),Management Trainee - Service Department Head,Penuh waktu,On-site,Jakarta,Min. Freshgrad,Negotiable,Manufacturing (Machinery),Jakarta Timur,>100,2591,"['Internship & Trainee Programs', 'Management & Leadership', 'Customer Service & Support', 'Operations Management']"
PT Multipolar Technology,Graphic Design & Social Media Intern,Magang,On-site,Jakarta Selatan,Min. 4th Year College Student,Negotiable,Information Technology,Jakarta Selatan,-,2593,"['Internship & Trainee Programs', 'Creative & Design', 'Marketing']"
PT Multipolar Technology,Staff ISO,Kontrak,On-site,Banten,Min. 1 years of experience,Negotiable,Information Technology,Jakarta Selatan,-,2595,"['Quality Assurance (Non-Software)', 'Legal & Compliance']"
Ruangguru,Branch Manager - Blitar (Jawa Timur),Penuh waktu,On-site,Blitar,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2597,"['Management & Leadership', 'Operations Management', 'Sales']"
MODENA,Marketing Strategist (Yogyakarta & Solo),Kontrak,On-site,Surakarta,Min. 1 years of experience,Negotiable,"Appliances, Electrical, And Electronics Manufacturing",Jakarta,-,2598,['Marketing']
Ruangguru,Master Teacher Ruangguru - Indragiri Hulu,Freelance,On-site,Indragiri Hulu Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2599,['Education & Training']
Ruangguru,Master Teacher Ruangguru - Kabupaten Belu,Freelance,On-site,Belu Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2600,['Education & Training']
Ruangguru,Master Teacher Coach English Academy - Serang,Kontrak,On-site,Serang,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,2602,"['Education & Training', 'Management & Leadership']"
Dexa Group,Medical Representative Balaraja,Penuh waktu,On-site,Tangerang Regency,Min. Freshgrad,Negotiable,Pharmaceutical,Tangerang Selatan,-,2603,"['Sales', 'Healthcare & Medical']"
Ruangguru,Master Teacher Ruangguru - Ketapang,Freelance,On-site,Ketapang Regency,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,2604,['Education & Training']
PT.Enseval Putera Megatrading Tbk,Salesman (Samarinda),Penuh waktu,On-site,Samarinda,Min. Freshgrad,Negotiable,Pharmaceutical Manufacturing,Jakarta Timur,50–100,2605,['Sales']
Akulaku Indonesia,Area Sales Lead (Jambi),Penuh waktu,On-site,Jakarta Pusat,Min. 1 years of experience,Negotiable,Financial Services,Jakarta Pusat,>100,2606,"['Sales', 'Management & Leadership']"
MR. DIY Indonesia,Retail Supervisor Area Papua (Jayapura),Penuh waktu,On-site,Manokwari Selatan Regency,Min. 4 years of experience,Negotiable,Retail and fashion,Jakarta Selatan,50–100,2607,"['Retail', 'Sales', 'Management & Leadership']"
PT Mega Akses Persada (FiberStar),Account Manager - Sales B2B (Bali),Kontrak,On-site,Bali,Min. 1 years of experience,Negotiable,Telecommunication,Jakarta Selatan,>100,2608,"['Account Management', 'Sales', 'Business Development']"
PT Gree Electric Appliances Indonesia,Sales Arsitek,Penuh waktu,On-site,Surabaya,Min. 1 years of experience,Rp6.000.000 – 7.000.000,Electronics,Jakarta Utara,>100,2609,"['Sales', 'Engineering (non-software)', 'Creative & Design']"
PT. CS2 POLA SEHAT,Sales Team Leader - Malang,Penuh waktu,On-site,Malang,Min. 1 years of experience,Negotiable,Multinational Consulting / FMCG,Jakarta Barat,-,2610,"['Sales', 'Management & Leadership']"
BINUS Group,Student Advisory & Development Section Head (BINUS @Medan Campus),Penuh waktu,On-site,Medan,Min. 4 years of experience,Negotiable,Education Administration Programs,Jakarta Barat,-,2611,"['Education & Training', 'Customer Service & Support', 'Management & Leadership']"
Ruangguru,Sales Trainee Academy - Tangerang (Balaraja),Magang,Hybrid,Tangerang Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2612,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Sales Trainee Academy - Metro (Sudirman),Magang,Hybrid,Metro,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2613,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Branch Manager English Academy - Semarang - Karangayu,Penuh waktu,On-site,Semarang,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2614,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
Ruangguru,Sales Trainee Academy Malang - Kepanjen,Magang,On-site,Malang Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2615,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Master Teacher Sempoa Ruangguru - Banggai,Freelance,On-site,Banggai Regency,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,2616,['Education & Training']
Ruangguru,Sales Trainee Academy Manado - Sario,Magang,On-site,Manado,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2617,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Branch Manager - Solok (Sumatera Barat),Penuh waktu,On-site,Solok,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2618,"['Management & Leadership', 'Operations Management', 'Sales']"
Wings Group Indonesia (Sayap Mas Utama),Electrical (BIM Modeler),Penuh waktu,On-site,Jakarta Timur,Min. 4 years of experience,Negotiable,Consumer Goods,Jakarta Timur,-,2620,"['Engineering (non-software)', 'Creative & Design']"
Ruangguru,Branch Manager English Academy - Depok - Pancoran Mas,Penuh waktu,On-site,Depok,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2621,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
Ruangguru,Branch Manager English Academy - Depok - Pancoran Mas,Penuh waktu,On-site,Depok,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2621,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
PT Gree Electric Appliances Indonesia,Live Sreaming Specialist,Penuh waktu,On-site,Jakarta Utara,Min. 1 years of experience,Negotiable,Electronics,Jakarta Utara,>100,2622,"['Marketing', 'Creative & Design']"
Ruangguru,Branch Manager English Academy - Depok - Pancoran Mas,Penuh waktu,On-site,Depok,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2623,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
Ruangguru,Branch Manager English Academy - Depok - Pancoran Mas,Penuh waktu,On-site,Depok,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2623,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
Ruangguru,Sales Trainee Academy - Jakarta Utara (Pluit),Magang,Hybrid,Jakarta Utara,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2624,"['Internship & Trainee Programs', 'Sales']"
PT.Enseval Putera Megatrading Tbk,Salesman (Balikpapan),Penuh waktu,On-site,Balikpapan,Min. Freshgrad,Negotiable,Pharmaceutical Manufacturing,Jakarta Timur,50–100,2625,['Sales']
Anteraja,Warehouse - Quality Assurance (QA) - Air Molek,Kontrak,On-site,Indragiri Hulu Regency,Min. 1 years of experience,Negotiable,Freight And Package Transportation,Jakarta Selatan,>100,2646,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
Ruangguru,Branch Manager - Purworejo - Tentara Pelajar,Kontrak,On-site,Purworejo Regency,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2647,"['Management & Leadership', 'Operations Management', 'Sales']"
Ruangguru,(Talent Pool) Sales Trainee Academy - Mojokerto,Magang,Hybrid,Mojokerto,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2652,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Sales Trainee Academy by Ruangguru - Ponorogo (Bhayangkara),Freelance,On-site,Madiun,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2654,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
Ruangguru,Sales Trainee Academy - Semarang (Karangayu),Magang,On-site,Semarang,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2655,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Sales Trainee Academy - Semarang (Karangayu),Magang,On-site,Semarang,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2655,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Master Teacher Sempoa Ruangguru - Pasuruan (Panglima Sudirman),Paruh waktu,On-site,Pasuruan,Min. 3rd Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2656,['Education & Training']
Ruangguru,Master Teacher Sempoa Ruangguru - Nganjuk,Freelance,On-site,Nganjuk Regency,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,2657,['Education & Training']
Ruangguru,Master Teacher Sempoa Ruangguru - Kediri (Hasanudin),Paruh waktu,On-site,Kediri Regency,Min. 3rd Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2658,['Education & Training']
Ruangguru,Master Teacher Sempoa Ruangguru - Kota Banjarmasin,Freelance,On-site,Banjarmasin,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,2659,['Education & Training']
Ruangguru,Sales Trainee Academy by Ruangguru (Field Education Consultant) - Bukittinggi (Manggis Ganting),Magang,On-site,Bukittinggi,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2660,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
Ruangguru,Branch Manager - Bengkulu Utara (Bengkulu),Penuh waktu,On-site,Bengkulu Utara Regency,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2661,"['Management & Leadership', 'Operations Management', 'Sales']"
Ruangguru,Master Teacher Sempoa Ruangguru - Gresik,Freelance,On-site,Gresik Regency,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,2662,['Education & Training']
Ruangguru,Branch Manager - Lumajang (Jawa Timur),Penuh waktu,On-site,Lumajang Regency,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2663,"['Management & Leadership', 'Operations Management', 'Sales']"
Ruangguru,Master Teacher English Academy - Manado - Wenang Selatan,Paruh waktu,On-site,Manado,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,2664,['Education & Training']
Ruangguru,Master Teacher - Kota Semarang,Paruh waktu,On-site,Semarang,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,2665,['Education & Training']
Ruangguru,Sales Trainee Academy by Ruangguru - Bojonegoro (Dr. Cipto),Freelance,On-site,Bojonegoro Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2666,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
Ruangguru,Sales Trainee Academy Ternate - Takoma,Magang,On-site,Ternate,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2667,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,Master Teacher Sempoa Ruangguru - Cilegon (PCI),Paruh waktu,On-site,Cilegon,Min. 3rd Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,2668,['Education & Training']
Ruangguru,Branch Manager English Academy - Bekasi - Tambun,Penuh waktu,On-site,Bekasi Regency,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,2669,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
Dexa Group,Medical Representative - Kendari,Penuh waktu,On-site,Kendari,Min. 1 years of experience,Negotiable,Pharmaceutical,Tangerang Selatan,-,2671,"['Sales', 'Healthcare & Medical']"
Dexa Group,Medical Representative Salatiga,Penuh waktu,On-site,Salatiga,Min. Freshgrad,Negotiable,Pharmaceutical,Tangerang Selatan,-,2672,"['Sales', 'Healthcare & Medical']"
Dexa Group,Medical Representative Pontianak,Penuh waktu,On-site,Pontianak,Min. Freshgrad,Negotiable,Pharmaceutical,Tangerang Selatan,-,2674,"['Sales', 'Healthcare & Medical']"
Pou Chen Group Indonesia,Chef Head (Koki) - Pekalongan Placement,Penuh waktu,On-site,Pekalongan Regency,Min. 1 years of experience,Negotiable,Spectator Sports,Banten,50–100,2675,"['Hospitality & F&B', 'Management & Leadership']"
ASTRO,Senior Lead Demand & Supply Excellence,Penuh waktu,Hybrid,Jakarta,Min. 5+ years of experience,Negotiable,Online Groceries,Jakarta Barat,-,2676,"['Supply Chain & Logistics', 'Operations Management', 'Management & Leadership']"
Dexa Group,Medical Representative Purwokerto,Penuh waktu,On-site,Banyumas Regency,Min. 1 years of experience,Negotiable,Pharmaceutical,Tangerang Selatan,-,2677,"['Sales', 'Healthcare & Medical']"
PT Surya Semesta Internusa TBK,Business Development - Manager (Hospitality),Penuh waktu,On-site,Jakarta,Min. 5+ years of experience,Negotiable,Investment Management,Jakarta,>100,2678,"['Business Development', 'Sales', 'Hospitality & F&B', 'Management & Leadership']"
Mentari Group (PT Mentari Books Indonesia) ,Production - Supervisor,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Book Store,Jakarta,>100,2679,"['Production & Manufacturing', 'Management & Leadership']"
Pou Chen Group Indonesia,Staff Driver Damkar (Pekalongan),Penuh waktu,On-site,Pekalongan Regency,Min. 1 years of experience,Negotiable,Spectator Sports,Banten,50–100,2680,"['Skilled Trades & Technician', 'Health, Safety & Environment (HSE)']"
PT Generasi Bangsa Indonesia Maju,Pengasuh Anak,Kontrak,On-site,Jakarta,Min. Freshgrad,Rp1.900.000 – 3.000.000,Childcare,Jakarta,1–50,2681,"['Social Services', 'Education & Training']"
ENNOVI,Engineer - Maintenance,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Electric Motors And Gears Distributor,Jakarta,>100,2682,"['Engineering (non-software)', 'Skilled Trades & Technician']"
PT Surya Semesta Internusa TBK,Internal Audit - Manager,Penuh waktu,On-site,Jakarta,Min. 5+ years of experience,Negotiable,Investment Management,Jakarta,>100,2683,"['Audit', 'Management & Leadership']"
GF Culinary,Store - Supervisor,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Restaurants,Jakarta Utara,-,2684,"['Retail', 'Management & Leadership']"
PT Daikin Applied Solutions Indonesia,IT - SAP ABAP,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Home Appliences,Jakarta,>100,2685,"['Software Engineering', 'Consulting']"
Flora Food Group,"R&D Commercialization Lead, Asia",Penuh waktu,On-site,Tangerang,Min. 4 years of experience,Negotiable,B2B Food Ingredients,Jakarta,>100,2686,"['Research & Development', 'Product Management', 'Marketing', 'Management & Leadership']"
Flora Food Group,Financial Controlling - Analyst,Penuh waktu,On-site,Tangerang,Min. 1 years of experience,Negotiable,B2B Food Ingredients,Jakarta,>100,2687,"['Finance', 'Accounting', 'Data Science & Analytics']"
PT. Infracom Technology,Full-stack Developer - Staff,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Information Technology,Jakarta,-,2688,['Software Engineering']
PT. Infracom Technology,Presales Solutions - Consultant,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Information Technology,Jakarta,-,2689,"['Sales', 'Consulting', 'IT Operations & Support']"
Hilton,Sales - Manager,Penuh waktu,On-site,Jakarta,Min. 5+ years of experience,Negotiable,Hotel/Tourism,Jakarta,-,2690,"['Sales', 'Management & Leadership']"
TransVision,Area Sales Manager Corporate Central,Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Broadcasting and Media,Jakarta,>100,2691,"['Sales', 'Account Management', 'Management & Leadership']"
PT Traktor Nusantara (TRAKNUS),Management Trainee - Administration Department Head,Penuh waktu,On-site,Jakarta,Min. Freshgrad,Negotiable,Manufacturing (Machinery),Jakarta Timur,>100,2692,"['Internship & Trainee Programs', 'Management & Leadership', 'Administrative & Secretarial']"
PT Traktor Nusantara (TRAKNUS),Management Trainee - Parts Department Head,Penuh waktu,On-site,Jakarta,Min. Freshgrad,Negotiable,Manufacturing (Machinery),Jakarta Timur,>100,2693,"['Internship & Trainee Programs', 'Management & Leadership', 'Supply Chain & Logistics', 'Warehouse Management']"
Elitery,Information Technology - Consultant,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Information Security,Jakarta,>100,2694,"['Consulting', 'IT Operations & Support', 'Software Engineering']"
Dexa Group,Medical Representative Yogyakarta,Penuh waktu,On-site,Yogyakarta,Min. Freshgrad,Negotiable,Pharmaceutical,Tangerang Selatan,-,2695,"['Sales', 'Healthcare & Medical']"
Morula IVF Indonesia (PT. Morula Indonesia),General Practitione - Nusa Dua Bali,Kontrak,On-site,Bali,Min. 4th Year College Student,Negotiable,Hospitals And Health Care,Indonesia,>100,2697,['Healthcare & Medical']
Adira Finance,Sales Officer Car - Depok,Penuh waktu,On-site,Depok,Min. 1 years of experience,Negotiable,Financial Services,Jakarta,-,2699,['Sales']
