jobs_id,job_position,kategori
2454,PROMOTOR PROVIDER,"['Sales', 'Retail']"
2455,SALES PROVIDER (BLITAR),"['Sales']"
2456,SALES PROVIDER (KOTA BATU),"['Sales']"
2457,SALES WIFI,"['Sales']"
2458,Store Manager - Sulawesi,"['Retail', 'Management & Leadership', 'Sales']"
2459,SALES PROVIDER (KEDIRI),"['Sales']"
2460,SPB / SPG Provider Kudus,"['Sales', 'Retail']"
2461,"Fitness Consultant, Gading Serpong Tangerang Selatan","['Sales', 'Healthcare & Medical', 'Consulting']"
2462,Smartfren 4G Specialist (SGS / Promotor),"['Sales', 'Retail', 'IT Operations & Support']"
2463,"Sales Promotion Assistant (PLAZA SENAYAN, JAKARTA)","['Sales', 'Retail', 'Administrative & Secretarial']"
2464,Professor Manajemen & Professor Ekonomi,"['Education & Training', 'Management & Leadership', 'Finance']"
2465,SPG & SPB PROVIDER (KEDIRI),"['Sales', 'Retail']"
2466,Academic Tutor - Management (Manado),"['Education & Training', 'Management & Leadership']"
2467,SGS & SDS SMARTFREN,"['Sales', 'Retail']"
2468,Chinese Speaking - Sales Executive,"['Sales']"
2469,Security area Samarinda,"['Security', 'Skilled Trades & Technician']"
2470,"Sales B2B, Kota Balikpapan","['Sales', 'Business Development']"
2471,Junior Consultant,"['Consulting']"
2472,Staff Asset Management (Mandarin Speaker),"['Finance', 'Accounting', 'Administrative & Secretarial']"
2473,Content Creator - Tebing Tinggi,"['Creative & Design', 'Marketing']"
2474,"Fitness Consultant, Alam Sutera Tangerang Selatan","['Sales', 'Healthcare & Medical', 'Consulting']"
2475,Sales Counter Produk Handphone,"['Sales', 'Retail']"
2476,Sales Consultant Sleman,"['Sales', 'Consulting']"
2477,Staff - Keuangan,"['Finance']"
2478,Senior Finance & Accounting - Manager,"['Finance', 'Accounting', 'Management & Leadership']"
2479,Business Development - Manager,"['Business Development', 'Sales', 'Management & Leadership']"
2480,"Finance, Accounting, and Tax Assistant - Manager","['Finance', 'Accounting', 'Tax', 'Management & Leadership']"
2481,Software Back End Developer,"['Software Engineering']"
2482,OTAs Specialist,"['Sales', 'Marketing', 'Hospitality & F&B']"
2483,Stock Control Manager,"['Supply Chain & Logistics', 'Warehouse Management', 'Management & Leadership']"
2484,Account Executive - Staff,"['Sales', 'Account Management']"
2485,KOL Specialist,"['Marketing']"
2486,Trucks Workshop SPV (Bengkel),"['Skilled Trades & Technician', 'Supply Chain & Logistics', 'Management & Leadership']"
2487,Warehouse - Distribution Assistant (DA) - Gorontalo,"['Warehouse Management', 'Supply Chain & Logistics']"
2488,Sales Intern,"['Internship & Trainee Programs', 'Sales']"
2489,Sales Online Supervisor,"['Sales', 'E-commerce', 'Management & Leadership']"
2490,Art Intern,"['Internship & Trainee Programs', 'Creative & Design']"
2491,Master Teacher Ruangguru - Kota Pariaman,"['Education & Training']"
2492,Livestreaming Coordinator Specialist,"['Marketing', 'Creative & Design', 'Management & Leadership']"
2493,Medical Representative (Samarinda),"['Sales', 'Healthcare & Medical']"
2494,Technical Support / Drafter HVAC - Medan,"['IT Operations & Support', 'Engineering (non-software)', 'Creative & Design']"
2495,Master Teacher Ruangguru - Pacitan,"['Education & Training']"
2496,IT Software,"['Software Engineering', 'IT Operations & Support']"
2497,Mandarin Localization Specialist,"['Creative & Design', 'Marketing', 'Other']"
2498,Retail Supervisor Area Papua (Sorong),"['Retail', 'Sales', 'Management & Leadership']"
2499,Area Sales Lead (Purwokerto),"['Sales', 'Management & Leadership']"
2500,Project Sales Architect (B2B),"['Sales', 'Business Development', 'Project Management', 'Engineering (non-software)']"
2501,Project Sales Engineer B2B - Lampung,"['Sales', 'Business Development', 'Project Management', 'Engineering (non-software)']"
2502,Salesman (Pontianak),"['Sales']"
2503,Admin Project (Mandarin),"['Project Management', 'Administrative & Secretarial']"
2504,Cluster Collection Support - Bengkulu,"['Finance', 'Administrative & Secretarial', 'Customer Service & Support']"
2505,Guru SMA & UTBK - Jimbaran,"['Education & Training']"
2506,Sales Officer - Latulemen,"['Sales']"
2507,Sales Trainee Academy for English Academy - Kediri,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2508,(Talent Pool) Sales Trainee Academy - Kudus,"['Internship & Trainee Programs', 'Sales']"
2509,Sales Trainee Academy by Ruangguru - Jember (Sumbersari),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2510,Branch Manager - Sumedang - Prabu Geusan Ulun,"['Management & Leadership', 'Operations Management', 'Sales']"
2511,Branch Manager - Ambon (Maluku),"['Management & Leadership', 'Operations Management', 'Sales']"
2512,Master Teacher - Parigi Moutong,"['Education & Training']"
2513,Master Teacher Ruangguru - Cirebon,"['Education & Training']"
2514,Guru SMA & UTBK - Gianyar,"['Education & Training']"
2515,Master Teacher Ruangguru - Pasuruan,"['Education & Training']"
2516,Sales Trainee Academy Baubau - Batara Guru,"['Internship & Trainee Programs', 'Sales']"
2517,Sales Trainee Academy Malang - Sawojajar,"['Internship & Trainee Programs', 'Sales']"
2518,Master Teacher Ruangguru - Kabupaten Merangin Jambi,"['Education & Training']"
2519,Branch Manager English Academy - Depok - Sukmajaya,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
2520,Staging Store Leader (Samarinda),"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2521,Sales Trainee Academy by Ruangguru - Banyuwangi (Genteng),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2522,Warehouse - Supervisor Area Distribution (SAD) - Lubuklinggau,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2523,Master Teacher Ruangguru - Kabupaten Karangasem Bali,"['Education & Training']"
2524,Master Teacher Sempoa Ruangguru - Kabupaten Kuningan,"['Education & Training']"
2525,(Talent Pool) Sales Trainee Academy - Merangin,"['Internship & Trainee Programs', 'Sales']"
2526,(Talent Pool) Sales Trainee Academy - Tulungagung,"['Internship & Trainee Programs', 'Sales']"
2527,Warehouse - Distribution Assistant (DA) - Ruteng,"['Warehouse Management', 'Supply Chain & Logistics']"
2528,Warehouse - Quality Assurance (QA) - Kota Bumi,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2529,Warehouse - Distribution Assistant (DA) - Rantau Prapat,"['Warehouse Management', 'Supply Chain & Logistics']"
2530,Warehouse - Supervisor Area Distribution (SAD) - Ambon,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2531,Warehouse - Quality Assurance (QA) - Kisaran,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2532,Warehouse - Supervisor Area Distribution (SAD) - Kota Bumi,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2533,Operating Point Coordinator (OPC) ASSA  -  PADANG SIDEMPUAN,"['Supply Chain & Logistics', 'Operations Management', 'Management & Leadership']"
2534,DISPATCHER ASSA - KISARAN,"['Supply Chain & Logistics', 'Operations Management']"
2535,Warehouse - Quality Assurance (QA) - Pringsewu,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2536,Warehouse - Supervisor Area Distribution (SAD) - Tuban,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2537,B2B Solution Partner Specialist,"['Sales', 'Business Development', 'Consulting']"
2538,Dispatcher (PALOPO),"['Supply Chain & Logistics', 'Operations Management']"
2539,DISPATCHER ASSA - MATARAM,"['Supply Chain & Logistics', 'Operations Management']"
2540,Warehouse - Distribution Coordinator (DC) - Cilacap,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2541,Warehouse - Distribution Coordinator (DC) - Palu,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2542,Wharehouse - Quality Assurance (QA) - Langsa,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2543,Warehouse - Distribution Coordiantor (DC) - Duri,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2544,Warehouse - Distribution Coordinator (DC) - Denpasar,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2545,Wharehouse - Quality Assurance (QA) - Langkat,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2546,Warehouse - Distribution Coordinator (DC) - Sangatta,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2547,Distribution Assistant (DA) ASSA Ambon,"['Warehouse Management', 'Supply Chain & Logistics']"
2548,Warehouse - Quality Assurance (QA) - Indramayu,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2549,Warehouse - Distribution Assistant (DA) - Air Molek,"['Warehouse Management', 'Supply Chain & Logistics']"
2550,Distribution Assistant (DA) ASSA - Pangkal Pinang,"['Warehouse Management', 'Supply Chain & Logistics']"
2551,Dispatcher (SANGATTA),"['Supply Chain & Logistics', 'Operations Management']"
2552,Warehouse - Supervisor Area Distribution (SAD) - Rantau Prapat,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2553,Warehouse  -  Supervisor Area Distribution (SAD)  -  Metro,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2554,DISPATCHER (PAREPARE),"['Supply Chain & Logistics', 'Operations Management']"
2555,Warehouse - Distribution Coordiantor (DC) - Tuban,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2556,Dispatcher ASSA (Air Molek),"['Supply Chain & Logistics', 'Operations Management']"
2557,Warehouse - Quality Assurance (QA) - Sangatta,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2558,Distribution Coordinator (DC) ASSA Tulang Bawang,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2559,Warehouse - Distribution Coordiantor (DC) - Kota Bumi,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2560,Warehouse - Quality Assurance (QA) - Sukorejo,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2561,Medical Representative - Ambon,"['Sales', 'Healthcare & Medical']"
2562,Warehouse  -  Distribution Coordiantor (DC)  -  Pamekasan,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2563,Warehouse - Distribution Coordinator (DC) - Ambon,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2564,Warehouse - Quality Assurance (QA) - Tuba,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2565,Medical Representative - Palu,"['Sales', 'Healthcare & Medical']"
2566,Export and Import Staff_Pekalongan Area,"['Supply Chain & Logistics']"
2567,Medical Representative Bangko,"['Sales', 'Healthcare & Medical']"
2568,Asian Head Dessert,"['Hospitality & F&B', 'Management & Leadership']"
2569,Engineer - Production,"['Engineering (non-software)', 'Production & Manufacturing']"
2570,Store Assistant - Manager,"['Retail', 'Management & Leadership']"
2571,Talent Acquisition Associate INDICO,"['Recruitment']"
2572,IT Operation - Sect. Head,"['IT Operations & Support', 'Management & Leadership']"
2573,Corp. Internal Audit - Officer,"['Audit']"
2574,Business Process Improvement Manager,"['Operations Management', 'Business Analysis', 'Management & Leadership']"
2575,Production Manager (FMCG),"['Production & Manufacturing', 'Management & Leadership']"
2576,IT Sales - Force System,"['Sales', 'IT Operations & Support']"
2577,Brand Activation Supervisor,"['Marketing', 'Management & Leadership']"
2578,Trainer - HVAC,"['Education & Training', 'Engineering (non-software)', 'Skilled Trades & Technician']"
2579,Consulting Sales Engineer - Staff,"['Sales', 'Consulting', 'Engineering (non-software)', 'IT Operations & Support']"
2580,Legal & Corporate Secretary - Officer,"['Legal & Compliance', 'Administrative & Secretarial']"
2581,Operational - Manager,"['Operations Management', 'Management & Leadership']"
2582,Cost Accounting - Staff,"['Accounting', 'Finance']"
2583,Innovation Marketing - Manager,"['Marketing', 'Research & Development', 'Management & Leadership']"
2584,Supply Chain Finance Assistant - Manager,"['Finance', 'Supply Chain & Logistics', 'Management & Leadership']"
2585,"Regional Sales Manager, Food Service - West","['Sales', 'Hospitality & F&B', 'Management & Leadership']"
2586,Channel Partnership - Staff,"['Business Development', 'Sales']"
2587,Technical Account - Manager,"['Account Management', 'Sales', 'IT Operations & Support', 'Management & Leadership']"
2588,Account - Manager,"['Account Management', 'Sales']"
2589,Payroll - Accountant,"['Compensation & Benefits', 'Accounting', 'Human Resources']"
2590,Middleware - Engineer,"['Software Engineering', 'IT Operations & Support']"
2591,Management Trainee - Service Department Head,"['Internship & Trainee Programs', 'Management & Leadership', 'Customer Service & Support', 'Operations Management']"
2592,Warehouse - Supervisor Area Distribution (SAD) - Lahat,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2593,Graphic Design & Social Media Intern,"['Internship & Trainee Programs', 'Creative & Design', 'Marketing']"
2594,Warehouse - Supervisor Area Distribution (SAD) - Labuan,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2595,Staff ISO,"['Quality Assurance (Non-Software)', 'Legal & Compliance']"
2596,Medical Representative - Balikpapan,"['Sales', 'Healthcare & Medical']"
2597,Branch Manager - Blitar (Jawa Timur),"['Management & Leadership', 'Operations Management', 'Sales']"
2598,Marketing Strategist (Yogyakarta & Solo),"['Marketing']"
2599,Master Teacher Ruangguru - Indragiri Hulu,"['Education & Training']"
2600,Master Teacher Ruangguru - Kabupaten Belu,"['Education & Training']"
2601,Medical Representative (Gianyar),"['Sales', 'Healthcare & Medical']"
2602,Master Teacher Coach English Academy - Serang,"['Education & Training', 'Management & Leadership']"
2603,Medical Representative Balaraja,"['Sales', 'Healthcare & Medical']"
2604,Master Teacher Ruangguru - Ketapang,"['Education & Training']"
2605,Salesman (Samarinda),"['Sales']"
2606,Area Sales Lead (Jambi),"['Sales', 'Management & Leadership']"
2607,Retail Supervisor Area Papua (Jayapura),"['Retail', 'Sales', 'Management & Leadership']"
2608,Account Manager - Sales B2B (Bali),"['Account Management', 'Sales', 'Business Development']"
2609,Sales Arsitek,"['Sales', 'Engineering (non-software)', 'Creative & Design']"
2610,Sales Team Leader - Malang,"['Sales', 'Management & Leadership']"
2611,Student Advisory & Development Section Head (BINUS @Medan Campus),"['Education & Training', 'Customer Service & Support', 'Management & Leadership']"
2612,Sales Trainee Academy - Tangerang (Balaraja),"['Internship & Trainee Programs', 'Sales']"
2613,Sales Trainee Academy - Metro (Sudirman),"['Internship & Trainee Programs', 'Sales']"
2614,Branch Manager English Academy - Semarang - Karangayu,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
2615,Sales Trainee Academy Malang - Kepanjen,"['Internship & Trainee Programs', 'Sales']"
2616,Master Teacher Sempoa Ruangguru - Banggai,"['Education & Training']"
2617,Sales Trainee Academy Manado - Sario,"['Internship & Trainee Programs', 'Sales']"
2618,Branch Manager - Solok (Sumatera Barat),"['Management & Leadership', 'Operations Management', 'Sales']"
2619,Medical Representative - Banjarmasin,"['Sales', 'Healthcare & Medical']"
2620,Electrical (BIM Modeler),"['Engineering (non-software)', 'Creative & Design']"
2621,Branch Manager English Academy - Depok - Pancoran Mas,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
2622,Live Sreaming Specialist,"['Marketing', 'Creative & Design']"
2623,Branch Manager English Academy - Depok - Pancoran Mas,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
2624,Sales Trainee Academy - Jakarta Utara (Pluit),"['Internship & Trainee Programs', 'Sales']"
2625,Salesman (Balikpapan),"['Sales']"
2626,Warehouse  -  Distribution Coordiantor (DC)  -  Pare Pare,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2627,Distribution Assistant (DA) - ASSA Denpasar,"['Warehouse Management', 'Supply Chain & Logistics']"
2628,Warehouse - Supervisor Area Distribution (SAD) - Bone,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2629,Warehouse  -  Supervisor Area Distribution (SAD)  -  Pamekasan,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2630,Dispatcher (BONE),"['Supply Chain & Logistics', 'Operations Management']"
2631,Warehouse - Supervisor Area Distribution (SAD) - Gorontalo,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2632,Distribution Assistant (DA) ASSA Balikpapan,"['Warehouse Management', 'Supply Chain & Logistics']"
2633,Warehouse - Quality Assurance (QA) - Bone,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2634,Warehouse - Distribution Coordinator (DC) - \tSintang,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2635,Distribution Assistant (DA) ASSA PAMEKASAN,"['Warehouse Management', 'Supply Chain & Logistics']"
2636,Warehouse - Distribution Assistant (DA) - Singaraja,"['Warehouse Management', 'Supply Chain & Logistics']"
2637,Warehouse - Supervisor Area Distribution (SAD) - Sukorejo,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2638,Dispatcher (TUBAN),"['Supply Chain & Logistics', 'Operations Management']"
2639,Dispatcher ASSA - Tanah Karo,"['Supply Chain & Logistics', 'Operations Management']"
2640,Warehouse - Quality Assurance (QA) - Tuban,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2641,Warehouse - Distribution Assistant (DA) - Sukorejo,"['Warehouse Management', 'Supply Chain & Logistics']"
2642,Warehouse - Distribution Coordinator (DC) - Tuba,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2643,Warehouse - Quality Assurance (QA) - Singaraja,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2644,Warehouse - Distribution Coordinator (DC) - Solok,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2645,Warehouse  -  Supervisor Area Distribution (SAD)  -  Pare Pare,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2646,Warehouse - Quality Assurance (QA) - Air Molek,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2647,Branch Manager - Purworejo - Tentara Pelajar,"['Management & Leadership', 'Operations Management', 'Sales']"
2648,Warehouse - Distribution Assistant (DA) - Sibolga,"['Warehouse Management', 'Supply Chain & Logistics']"
2649,DISPATCHER ASSA - SIBOLGA,"['Supply Chain & Logistics', 'Operations Management']"
2650,Warehouse - Distribution Coordinator (DC) - Sibolga,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2651,Warehouse - Distribution Coordinator (DC) - Ruteng,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2652,(Talent Pool) Sales Trainee Academy - Mojokerto,"['Internship & Trainee Programs', 'Sales']"
2653,Warehouse - Quality Assurance (QA) - Gorontalo,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2654,Sales Trainee Academy by Ruangguru - Ponorogo (Bhayangkara),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2655,Sales Trainee Academy - Semarang (Karangayu),"['Internship & Trainee Programs', 'Sales']"
2656,Master Teacher Sempoa Ruangguru - Pasuruan (Panglima Sudirman),"['Education & Training']"
2657,Master Teacher Sempoa Ruangguru - Nganjuk,"['Education & Training']"
2658,Master Teacher Sempoa Ruangguru - Kediri (Hasanudin),"['Education & Training']"
2659,Master Teacher Sempoa Ruangguru - Kota Banjarmasin,"['Education & Training']"
2660,Sales Trainee Academy by Ruangguru (Field Education Consultant) - Bukittinggi (Manggis Ganting),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2661,Branch Manager - Bengkulu Utara (Bengkulu),"['Management & Leadership', 'Operations Management', 'Sales']"
2662,Master Teacher Sempoa Ruangguru - Gresik,"['Education & Training']"
2663,Branch Manager - Lumajang (Jawa Timur),"['Management & Leadership', 'Operations Management', 'Sales']"
2664,Master Teacher English Academy - Manado - Wenang Selatan,"['Education & Training']"
2665,Master Teacher - Kota Semarang,"['Education & Training']"
2666,Sales Trainee Academy by Ruangguru - Bojonegoro (Dr. Cipto),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2667,Sales Trainee Academy Ternate - Takoma,"['Internship & Trainee Programs', 'Sales']"
2668,Master Teacher Sempoa Ruangguru - Cilegon (PCI),"['Education & Training']"
2669,Branch Manager English Academy - Bekasi - Tambun,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
2670,Warehouse - Quality Assurance (QA) - \tSintang,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
2671,Medical Representative - Kendari,"['Sales', 'Healthcare & Medical']"
2672,Medical Representative Salatiga,"['Sales', 'Healthcare & Medical']"
2673,Dispatcher (SAMARINDA),"['Supply Chain & Logistics', 'Operations Management']"
2674,Medical Representative Pontianak,"['Sales', 'Healthcare & Medical']"
2675,Chef Head (Koki) - Pekalongan Placement,"['Hospitality & F&B', 'Management & Leadership']"
2676,Senior Lead Demand & Supply Excellence,"['Supply Chain & Logistics', 'Operations Management', 'Management & Leadership']"
2677,Medical Representative Purwokerto,"['Sales', 'Healthcare & Medical']"
2678,Business Development - Manager (Hospitality),"['Business Development', 'Sales', 'Hospitality & F&B', 'Management & Leadership']"
2679,Production - Supervisor,"['Production & Manufacturing', 'Management & Leadership']"
2680,Staff Driver Damkar (Pekalongan),"['Skilled Trades & Technician', 'Health, Safety & Environment (HSE)']"
2681,Pengasuh Anak,"['Social Services', 'Education & Training']"
2682,Engineer - Maintenance,"['Engineering (non-software)', 'Skilled Trades & Technician']"
2683,Internal Audit - Manager,"['Audit', 'Management & Leadership']"
2684,Store - Supervisor,"['Retail', 'Management & Leadership']"
2685,IT - SAP ABAP,"['Software Engineering', 'Consulting']"
2686,"R&D Commercialization Lead, Asia","['Research & Development', 'Product Management', 'Marketing', 'Management & Leadership']"
2687,Financial Controlling - Analyst,"['Finance', 'Accounting', 'Data Science & Analytics']"
2688,Full-stack Developer - Staff,"['Software Engineering']"
2689,Presales Solutions - Consultant,"['Sales', 'Consulting', 'IT Operations & Support']"
2690,Sales - Manager,"['Sales', 'Management & Leadership']"
2691,Area Sales Manager Corporate Central,"['Sales', 'Account Management', 'Management & Leadership']"
2692,Management Trainee - Administration Department Head,"['Internship & Trainee Programs', 'Management & Leadership', 'Administrative & Secretarial']"
2693,Management Trainee - Parts Department Head,"['Internship & Trainee Programs', 'Management & Leadership', 'Supply Chain & Logistics', 'Warehouse Management']"
2694,Information Technology - Consultant,"['Consulting', 'IT Operations & Support', 'Software Engineering']"
2695,Medical Representative Yogyakarta,"['Sales', 'Healthcare & Medical']"
2696,Central Kitchen Sr. Supervisor,"['Hospitality & F&B', 'Production & Manufacturing', 'Management & Leadership']"
2697,General Practitione - Nusa Dua Bali,"['Healthcare & Medical']"
2698,Software Engineering Architect,"['Software Engineering', 'Management & Leadership']"
2699,Sales Officer Car - Depok,"['Sales']"
2700,Senior Sales - Manager,"['Sales', 'Management & Leadership']"
2701,Funding Manager Surabaya,"['Sales', 'Finance', 'Management & Leadership']"
2702,Online Store Optimizing Supervisor,"['E-commerce', 'Marketing', 'Management & Leadership']"
2703,Area Sales Lead (Pontianak),"['Sales', 'Management & Leadership']"
2704,Promotor (SPB/SPM) - Palembang,"['Sales', 'Retail']"
2705,Infrastructure Server System Architect,"['IT Operations & Support', 'Management & Leadership']"
2706,Dispatcher ASSA - Langsa,"['Supply Chain & Logistics', 'Operations Management']"
2707,IT Administrator Senior Officer - Apple Dev. Academy @BINUS-BSD,"['IT Operations & Support', 'Education & Training']"
2708,Mechanical Drafter,"['Engineering (non-software)', 'Creative & Design']"
2709,Key Account Associate Manager,"['Account Management', 'Sales', 'Management & Leadership']"
2710,Area Sales Lead (Nusa Tenggara Barat),"['Sales', 'Management & Leadership']"
2711,Area Sales Lead (Bali),"['Sales', 'Management & Leadership']"
2712,Area Sales Lead (Ambon),"['Sales', 'Management & Leadership']"
2713,Sales Project Home Commercial / Tangerang,"['Sales', 'Project Management']"
2714,Drafter HVAC (Technical Support) - Lampung,"['Engineering (non-software)', 'Creative & Design', 'IT Operations & Support']"
2715,GX Leader (Strength or Body & Mind),"['Healthcare & Medical', 'Education & Training', 'Management & Leadership']"
2716,Retail Supervisor Area Papua (Merauke),"['Retail', 'Sales', 'Management & Leadership']"
2717,Promotor/SPG/SPM - Surabaya,"['Sales', 'Retail']"
2718,Sales Promotor,"['Sales', 'Retail']"
2719,Salesman (Manado),"['Sales']"
2720,Sales Trainee Academy - Semarang (Karangayu),"['Internship & Trainee Programs', 'Sales']"
2721,Pengajar Sekolah Kedinasan - Kota/Kabupaten Madiun,"['Education & Training']"
2722,Branch Manager English Academy - Sleman - Medari,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
2723,Apps Development Operation,"['Software Engineering', 'DevOps', 'Operations Management']"
2724,(Talent Pool) Sales Trainee Academy - Pariaman,"['Internship & Trainee Programs', 'Sales']"
2725,Deputy Regional Manager - Sulawesi Utara,"['Management & Leadership', 'Operations Management', 'Sales']"
2726,(Talent Pool) Sales Trainee Academy - Rokan Hilir,"['Internship & Trainee Programs', 'Sales']"
2727,(Talent Pool) Sales Trainee Academy - Rokan Hulu,"['Internship & Trainee Programs', 'Sales']"
2728,Branch Manager - Belitung (Bangka Belitung),"['Management & Leadership', 'Operations Management', 'Sales']"
2729,Branch Manager - Maros (Sulawesi Selatan),"['Management & Leadership', 'Operations Management', 'Sales']"
2730,Sales Trainee Academy - Pringsewu (Ahmad Yani),"['Internship & Trainee Programs', 'Sales']"
2731,Branch Manager English Academy - Semarang - Majapahit,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
2732,Branch Manager English Academy - Depok - Siliwangi,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
2733,Branch Manager English Academy - Semarang - Ungaran,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
2734,Sales Trainee Academy - Outbound Education Consultant/Telesales,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2735,Branch Manager - Trenggalek (Jawa Timur),"['Management & Leadership', 'Operations Management', 'Sales']"
2736,Sales Trainee Academy by Ruangguru (Field Education Consultant) - Perawang KM5,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2737,Guru SMA & UTBK - Duri (Hangtuah),"['Education & Training']"
2738,Sales Trainee Academy by Ruangguru - Kediri (Hasanudin),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2739,Master Teacher English Academy Klaten,"['Education & Training']"
2740,Sales Trainee Academy Malang - Lawang,"['Internship & Trainee Programs', 'Sales']"
2741,Sales Trainee Academy by Ruangguru (Field Education Consultant) - Tanjung Pinang (Pamedan),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2742,Guru SMA & UTBK Kabupaten Dairi,"['Education & Training']"
2743,Sales Trainee Academy by Ruangguru - Bondowoso (Diponegoro),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2744,Branch Manager - Pamekasan (Jawa Timur),"['Management & Leadership', 'Operations Management', 'Sales']"
2745,Sales Trainee Academy by Ruangguru (Field Education Consultant) - Banjarbaru,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2746,Sales Trainee Academy by Ruangguru - Madiun (Sutomo),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
2747,Sales Trainee Academy Sidoarjo - Trunojoyo,"['Internship & Trainee Programs', 'Sales']"
2748,Sales Trainee Academy Denpasar - Jimbaran,"['Internship & Trainee Programs', 'Sales']"
2749,Sales Trainee Academy - Depok (Cinere),"['Internship & Trainee Programs', 'Sales']"
2750,Warehouse - Supervisor Area Distribution (SAD) - Sangatta,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2751,Warehouse - Distribution Assistant (DA) - Baturaja,"['Warehouse Management', 'Supply Chain & Logistics']"
2752,Warehouse - Distribution Coordinator (DC) - Pringsewu,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
2753,Distribution Assistant (DA) - ASSA METRO,"['Warehouse Management', 'Supply Chain & Logistics']"
2754,Warehouse - Distribution Assistant (DA) - Ternate,"['Warehouse Management', 'Supply Chain & Logistics']"
