,job_desc_list,job_qualification_list
2969,"['Menjaga hubungan baik dengan calon pelanggan dan pelanggan', 'Menawarkan solusi masalah pendidikan yang dihadapi dan mencocokkan dengan produk Ruangguru', 'Melakukan follow up kepada pengguna aplikasi Ruangguru untuk berlangganan fitur berbayar']","['Pendidikan terakhir D3 & S1 (freshgraduate dan mahasiswa semester akhir tanpa jadwal kuliah silahkan mendaftar)', 'Bersedia untuk bekerja dari kantor (sesuai penempatan)', 'Percaya diri, gigih, disiplin, dan bertanggung-jawab serta berorientasi pada target', 'Senang untuk tampil dan berbicara di depan umum', 'Memiliki laptop dan smartphone pribadi yang berfungsi dengan baik']"
2970,"['Kami sedang mencari pengajar yang berdedikasi dan berkompeten! Bergabunglah dengan kami sebagai Master Teacher Ruangguru di Kabupaten Kebumen!', 'Setelah apply di Dealls, kamu dapat langsung mendaftarkan akun di web Akademia berikut: https://pengajar.ruangguru.com', 'Kenali platform Akademia by Ruangguru lebih jauh di https://tinyurl.com/kenalandenganakademia']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Berdomisil di sekitar cabang Ruangguru Learning Center']"
2971,"['Kami sedang mencari pengajar yang berdedikasi dan berkompeten!', 'Bergabunglah dengan kami sebagai Master Teacher Ruangguru berlokasi di ', '!', 'Setelah apply di Dealls, kamu dapat langsung mendaftarkan akun di web Akademia berikut: https://pengajar.ruangguru.com', 'Kenali platform Akademia by Ruangguru lebih jauh di https://tinyurl.com/kenalandenganakademia']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Berdomisili di sekitar cabang Ruangguru Learning Center']"
2972,"['Kami sedang mencari pengajar yang berdedikasi dan berkompeten! Bergabunglah dengan kami sebagai Master Teacher Ruangguru di kota anda!', 'Setelah apply di Dealls, kamu dapat langsung mendaftarkan akun di web Akademia berikut: https://pengajar.ruangguru.com', 'Kenali platform Akademia by Ruangguru lebih jauh di https://tinyurl.com/kenalandenganakademia']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Berdomisil di sekitar cabang Ruangguru Learning Center']"
2973,"['Coordinate and manage branches within the regional area, ensuring smooth operations and overseeing the academic process', 'Lead all activity initiatives within branches, including events, promotions, and other marketing efforts aimed at driving student engagement and enrollment', 'Demonstrate a comprehensive understanding of Profit and Loss (PnL) management, including evaluating local market conditions and identifying current and potential sales opportunities to optimize revenue', 'Oversee the entire customer experience, managing the end-to-end customer journey to ensure satisfaction and foster loyalty']","['Bachelor’s Degree in any major', 'Leadership experience in Sales & Marketing/Business Development/Business Operations (experience in an English course/educational/start-up environment is advantageous)', 'Good knowledge of people management and experience in handling a team', 'Strong communication skills in Bahasa Indonesia and English', 'Previous experience as an English teacher is desirable']"
2974,"['Kami sedang mencari pengajar yang berdedikasi dan berkompeten! Bergabunglah dengan kami sebagai Master Teacher Ruangguru di Kabupaten Sukabumi!', 'Setelah apply di Dealls, kamu dapat langsung mendaftarkan akun di web Akademia berikut: https://pengajar.ruangguru.com', 'Kenali platform Akademia by Ruangguru lebih jauh di https://tinyurl.com/kenalandenganakademia']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Berdomisil di sekitar cabang Ruangguru Learning Center']"
2975,"['Akademia merupakan wadah bagi para guru untuk meningkatkan potensi dirinya dan berkolaborasi bersama dalam memajukan pendidikan di Indonesia.', 'Benefit:', 'Masih penasaran tentang Akademia by Ruangguru? Yuk simak video berikut https://tinyurl.com/kenalandenganakademia']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Memahami Sistem Pendidikan standar Nasional', 'Berdomisil di sekitar cabang Brain Academy Center']"
2976,"['Kami sedang mencari pengajar yang berdedikasi dan berkompeten! Bergabunglah dengan kami sebagai Master Teacher Ruangguru di Kabupaten Batang!', 'Setelah apply di Dealls, kamu dapat langsung mendaftarkan akun di web Akademia berikut: https://pengajar.ruangguru.com', 'Kenali platform Akademia by Ruangguru lebih jauh di https://tinyurl.com/kenalandenganakademia']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Berdomisil di sekitar cabang Ruangguru Learning Center']"
2977,"['Kami sedang mencari pengajar yang berdedikasi dan berkompeten! Bergabunglah dengan kami sebagai Master Teacher Ruangguru di kota anda!', 'Setelah apply di Dealls, kamu dapat langsung mendaftarkan akun di web Akademia berikut: https://pengajar.ruangguru.com', 'Kenali platform Akademia by Ruangguru lebih jauh di https://tinyurl.com/kenalandenganakademia']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Berdomisil di sekitar cabang Ruangguru Learning Center']"
2978,"['Kami sedang mencari pengajar yang berdedikasi dan berkompeten! Bergabunglah dengan kami sebagai Master Teacher Ruangguru di Kabupaten Pekalongan!', 'Setelah apply di Dealls, kamu dapat langsung mendaftarkan akun di web Akademia berikut: https://pengajar.ruangguru.com', 'Kenali platform Akademia by Ruangguru lebih jauh di https://tinyurl.com/kenalandenganakademia']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Berdomisil di sekitar cabang Ruangguru Learning Center']"
2979,"['Menjaga hubungan baik dengan calon pelanggan dan pelanggan', 'Menawarkan solusi masalah pendidikan yang dihadapi dan mencocokkan dengan produk Ruangguru', 'Melakukan follow up kepada pengguna aplikasi Ruangguru untuk berlangganan fitur berbayar']","['Pendidikan terakhir D3 & S1 (freshgraduate dan mahasiswa semester akhir tanpa jadwal kuliah silahkan mendaftar)', 'Bersedia untuk bekerja dari kantor (sesuai penempatan)', 'Percaya diri, gigih, disiplin, dan bertanggung-jawab serta berorientasi pada target', 'Senang untuk tampil dan berbicara di depan umum', 'Memiliki laptop dan smartphone pribadi yang berfungsi dengan baik']"
2980,"['Menjaga hubungan baik dengan calon pelanggan dan pelanggan', 'Menawarkan solusi masalah pendidikan yang dihadapi dan mencocokkan dengan produk Ruangguru', 'Melakukan follow up kepada pengguna aplikasi Ruangguru untuk berlangganan fitur berbayar']","['Pendidikan terakhir D3 & S1', 'Bersedia untuk bekerja dari kantor (sesuai penempatan)', 'Percaya diri, gigih, disiplin, dan bertanggung jawab serta berorientasi pada target', 'Senang untuk tampil dan berbicara di depan umum', 'Memiliki laptop dan smartphone pribadi']"
2981,"['Kami sedang mencari pengajar yang berdedikasi dan berkompeten! Bergabunglah dengan kami sebagai Master Teacher Ruangguru di Kota Palangka Raya!', 'Setelah apply di Dealls, kamu dapat langsung mendaftarkan akun di web Akademia berikut: https://pengajar.ruangguru.com', 'Kenali platform Akademia by Ruangguru lebih jauh di https://tinyurl.com/kenalandenganakademia']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Berdomisil di sekitar cabang Ruangguru Learning Center']"
2982,"['Kami sedang mencari pengajar yang berdedikasi dan berkompeten! Bergabunglah dengan kami sebagai Master Teacher Ruangguru di kota anda!', 'Setelah apply di Dealls, kamu dapat langsung mendaftarkan akun di web Akademia berikut: https://pengajar.ruangguru.com', 'Kenali platform Akademia by Ruangguru lebih jauh di https://tinyurl.com/kenalandenganakademia']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Berdomisil di sekitar cabang Ruangguru Learning Center']"
2983,"['Plan and deliver high-quality English lessons to students ranging from young learners to adults. Maximum 25 teaching hours per week.', 'Develop engaging and interactive lesson plans that cater to the needs and proficiency levels of students.', 'Utilize a variety of teaching techniques and materials to facilitate learning and encourage student participation.', 'Provide constructive feedback and support to students to help them achieve their learning goals.', ""Assess and monitor students' progress, providing regular reports and updates."", 'Maintain accurate records of student attendance, progress, and performance.', 'Prepare and administer tests, quizzes, and other assessment tools.', 'Collaborate with administrative staff to ensure smooth operation of classes and adherence to schedules.', 'Handle classroom management, ensuring a positive and conducive learning environment.', 'Mentor and support freelance teachers, providing guidance on lesson planning, classroom management, and teaching techniques.', ""Conduct regular observations of freelance teachers' classes, offering feedback and actionable advice to improve their teaching performance."", ""Ensure freelance teachers adhere to English Academy's teaching standards and policies.""]","[""Bachelor's degree in English, Education, or a related field"", 'TEFL, TESOL, or CELTA certification.', 'Minimum of 2 years of teaching experience, preferably in an ESL/EFL context.', 'Proven ability to mentor and support other teachers.', 'Excellent communication and interpersonal skills.', 'Strong organizational and time-management abilities.', 'Commitment to continuous professional development and staying updated with the latest teaching methodologies.']"
2984,"['Teaching:', 'Class Administration:', 'Mentorship:']","[""Bachelor's degree in English, Education, or a related field"", 'TOEFL, TESOL, or CELTA certification.', 'Proven ability to mentor and support other teachers.', 'Excellent communication and interpersonal skills.', 'Strong organizational and time-management abilities.', 'Commitment to continuous professional development and staying updated with the latest teaching methodologies']"
2985,"['Kami sedang mencari pengajar yang berdedikasi dan berkompeten! Bergabunglah dengan kami sebagai Master Teacher Ruangguru di Kabupaten Pelalawan - Pangkalan Kerinci!', 'Setelah apply di Dealls, kamu dapat langsung mendaftarkan akun di web Akademia berikut: https://pengajar.ruangguru.com', 'Kenali platform Akademia by Ruangguru lebih jauh di https://tinyurl.com/kenalandenganakademia']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Berdomisil di sekitar cabang Ruangguru Learning Center']"
2986,"['Direct all sales and marketing initiatives in branch', 'Assess local market condition, identify current and prospective sales opportunities', 'Assess the competitor’s pricing and sales initiatives', 'Fulfill goals and metrics (NPS, improve grades)', 'Collaborate with Sales Team in driving sales', 'Direct and oversee all facilities and operational aspects, including product\xa0distribution (modul, merchandise, apps access)\xa0', 'Oversee customer experience (end to end customer journey)', 'Coordinate and manage branch staff (admin, teachers, security, office boy)', 'Collaborate with Product Team for application-related matter', 'Direct and monitor the academic process in branch (scheduling, quality control, pedagogy, class rating)']","['Bachelor’s Degree from any major in any reputable university.', '1-3 years leadership experience in Sales & Marketing/Business Development/Business Operations (will be advantaged from educational and/or start-up company).', 'Good communication skills in Bahasa Indonesia and English.', 'Detail and customer service oriented.\xa0', 'Have good knowledge in people management.']"
2987,"['Coordinate and manage branches within the regional area, ensuring smooth operations and overseeing the academic process', 'Lead all activity initiatives within branches, including events, promotions, and other marketing efforts aimed at driving student engagement and enrollment', 'Demonstrate a comprehensive understanding of Profit and Loss (PnL) management, including evaluating local market conditions and identifying current and potential sales opportunities to optimize revenue', 'Oversee the entire customer experience, managing the end-to-end customer journey to ensure satisfaction and foster loyalty']","['Bachelor’s Degree in any major', 'Leadership experience in Sales & Marketing/Business Development/Business Operations (experience in an English course/educational/start-up environment is advantageous)', 'Good knowledge of people management and experience in handling a team', 'Strong communication skills in Bahasa Indonesia and English', 'Previous experience as an English teacher is desirable']"
2988,"['Ruangguru membuka kembali program STAR (Sales Trainee Academy by Ruangguru) untuk penempatan Seluruh Indonesia. Ini adalah kesempatan bagus untuk kamu yang ingin belajar membangun karir sebagai Educational Sales Consultant dan berkontribusi dalam memajukan pendidikan di Indonesia!', ':']","['Pendidikan terakhir D3 & S1 (freshgraduate dan mahasiswa semester akhir tanpa jadwal kuliah silahkan mendaftar)', 'Bersedia untuk bekerja dari kantor (sesuai penempatan)', 'Percaya diri, gigih, disiplin, dan bertanggung-jawab serta berorientasi pada target', 'Senang untuk tampil dan berbicara di depan umum', 'Memiliki laptop dan smartphone pribadi yang berfungsi dengan baik']"
2989,"['Menjaga hubungan baik dengan calon pelanggan dan pelanggan', 'Menawarkan solusi masalah pendidikan yang dihadapi dan mencocokkan dengan produk Ruangguru', 'Melakukan follow up kepada pengguna aplikasi Ruangguru untuk berlangganan fitur berbayar']","['Pendidikan terakhir D3 & S1 (freshgraduate dan mahasiswa semester akhir tanpa jadwal kuliah silahkan mendaftar)', 'Bersedia untuk bekerja dari kantor (sesuai penempatan)', 'Percaya diri, gigih, disiplin, dan bertanggung-jawab serta berorientasi pada target', 'Senang untuk tampil dan berbicara di depan umum', 'Memiliki laptop dan smartphone pribadi yang berfungsi dengan baik']"
2990,"['Direct all sales and marketing initiatives in branch', 'Assess local market condition, identify current and prospective sales opportunities', 'Assess the competitor’s pricing and sales initiatives', 'Fulfill goals and metrics (NPS, improve grades)', 'Collaborate with Sales Team in driving sales', 'Direct and oversee all facilities and operational aspects, including product\xa0distribution (modul, merchandise, apps access)', 'Oversee customer experience (end to end customer journey)', 'Coordinate and manage branch staff (admin, teachers, security, office boy)', 'Collaborate with Product Team for application-related matter', 'Direct and monitor the academic process in branch (scheduling, quality control, pedagogy,\xa0class\xa0rating)']","['Bachelor’s Degree from any major in any reputable university.', '1-3 years leadership experience in Sales & Marketing/Business Development/Business Operations (will be advantaged from educational and/or start-up company).', 'Good communication skills in Bahasa Indonesia and English.', 'Detail and customer service oriented.', 'Have good knowledge in people management.', 'Have a bit of knowledge or experience in K-12 Education (SD,\xa0SMP,\xa0SMA\xa0Grade)']"
2991,"['Kami sedang mencari pengajar yang berdedikasi dan berkompeten! Bergabunglah dengan kami sebagai Master Teacher Ruangguru di kota anda!', 'Setelah apply di Dealls, kamu dapat langsung mendaftarkan akun di web Akademia berikut: https://pengajar.ruangguru.com', 'Kenali platform Akademia by Ruangguru lebih jauh di https://tinyurl.com/kenalandenganakademia']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Berdomisil di sekitar cabang Ruangguru Learning Center']"
2992,"['Kami sedang mencari pengajar yang berdedikasi dan berkompeten! Bergabunglah dengan kami sebagai Master Teacher Ruangguru di Kabupaten Bantul!', 'Setelah apply di Dealls, kamu dapat langsung mendaftarkan akun di web Akademia berikut: https://pengajar.ruangguru.com', 'Kenali platform Akademia by Ruangguru lebih jauh di https://tinyurl.com/kenalandenganakademia']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Berdomisil di sekitar cabang Ruangguru Learning Center']"
2993,"['Coordinate and manage branches within the regional area, ensuring smooth operations and overseeing the academic process', 'Lead all activity initiatives within branches, including events, promotions, and other marketing efforts aimed at driving student engagement and enrollment', 'Demonstrate a comprehensive understanding of Profit and Loss (PnL) management, including evaluating local market conditions and identifying current and potential sales opportunities to optimize revenue', 'Oversee the entire customer experience, managing the end-to-end customer journey to ensure satisfaction and foster loyalty']","['Bachelor’s Degree in any major', 'Leadership experience in Sales & Marketing/Business Development/Business Operations (experience in an English course/educational/start-up environment is advantageous)', 'Good knowledge of people management and experience in handling a team', 'Strong communication skills in Bahasa Indonesia and English', 'Previous experience as an English teacher is desirable']"
2994,"['Menjaga hubungan baik dengan calon pelanggan dan pelanggan', 'Menawarkan solusi masalah pendidikan yang dihadapi dan mencocokkan dengan produk Ruangguru', 'Melakukan follow up kepada pengguna aplikasi Ruangguru untuk berlangganan fitur berbayar']","['Pendidikan terakhir D3 & S1 (freshgraduate dan mahasiswa semester akhir tanpa jadwal kuliah silahkan mendaftar)', 'Bersedia untuk bekerja dari kantor (sesuai penempatan)', 'Percaya diri, gigih, disiplin, dan bertanggung-jawab serta berorientasi pada target', 'Senang untuk tampil dan berbicara di depan umum', 'Memiliki laptop dan smartphone pribadi yang berfungsi dengan baik']"
2995,"['Coordinate and manage branches within the regional area, ensuring smooth operations and overseeing the academic process', 'Lead all activity initiatives within branches, including events, promotions, and other marketing efforts aimed at driving student engagement and enrollment', 'Demonstrate a comprehensive understanding of Profit and Loss (PnL) management, including evaluating local market conditions and identifying current and potential sales opportunities to optimize revenue', 'Oversee the entire customer experience, managing the end-to-end customer journey to ensure satisfaction and foster loyalty']","['Bachelor’s Degree in any major', 'Leadership experience in Sales & Marketing/Business Development/Business Operations (experience in an English course/educational/start-up environment is advantageous)', 'Good knowledge of people management and experience in handling a team', 'Strong communication skills in Bahasa Indonesia and English', 'Previous experience as an English teacher is desirable']"
2996,"['Direct all sales and marketing initiatives in branch', 'Assess local market condition, identify current and prospective sales opportunities', 'Assess the competitor’s pricing and sales initiatives', 'Fulfill goals and metrics (NPS, improve grades)', 'Collaborate with Sales Team in driving sales', 'Direct and oversee all facilities and operational aspects, including product\xa0distribution (modul, merchandise, apps access)', 'Oversee customer experience (end to end customer journey)', 'Coordinate and manage branch staff (admin, teachers, security, office boy)', 'Collaborate with Product Team for application-related matter', 'Direct and monitor the academic process in branch (scheduling, quality control, pedagogy,\xa0class\xa0rating)']","['Bachelor’s Degree from any major in any reputable university.', '1-3 years leadership experience in Sales & Marketing/Business Development/Business Operations (will be advantaged from educational and/or start-up company).', 'Good communication skills in Bahasa Indonesia and English.', 'Detail and customer service oriented.', 'Have good knowledge in people management.', 'Have a bit of knowledge or experience in K-12 Education (SD,\xa0SMP,\xa0SMA\xa0Grade)']"
2997,['English Academy is seeking dedicated and experienced full-time English Teachers in Banda Aceh to join our team. The ideal candidates will not only excel in teaching English to students of various age groups but will also mentor freelance teachers to ensure their teaching methods align with English Academy’s high standards.'],"[""Bachelor's degree in English, Education, or a related field"", 'TEFL, TESOL, or CELTA certification.', 'Minimum of 2 years of teaching experience, preferably in an ESL/EFL context.', 'Proven ability to mentor and support other teachers.', 'Excellent communication and interpersonal skills.', 'Strong organizational and time-management abilities.', 'Commitment to continuous professional development and staying updated with the latest teaching methodologies.']"
2998,"['Communicate verbally and in writing in Mandarin and Bahasa Indonesia with various parties in the company', 'Coordinate the scheduling and progress of tasks and projects from superiors', 'Handling and following up on data and documents', 'Communicate and cooperate with various company stakeholders', 'Assist in organizing meetings, taking meeting notes and translation', 'Will take a part in shoes end to end process (by knowledge)']","['Minimum education D-III (all majors)', 'Ability to speak Chinese (orally and in writing)', 'Having HSK certificate will be an added value', 'Able to operate MS.Office application', 'Good communication skills', 'Proactive, detail-oriented, and can work together in a team.']"
2999,"['Mempresentasikan Produk Oral, Injeksi, Antibiotik, Obat Generik Berlogo (OGB) kepada dokter/relasi', 'Menciptakan permintaan terhadap produk', 'Mencapai target penjualan', 'Membina serta mempertahankan hubungan baik dengan relasi']","['Pendidikan minimal D3 semua jurusan (terbuka untuk lulusan baru)', 'Memiliki pengalaman sebagai Medical Representative atau Marketing lebih disukai', 'Memiliki SIM C dan dapat mengusahakan motor sendiri', 'Menyukai pekerjaan dilapangan, enerjik dan komunikatif', 'Bersedia ditempatkan di seluruh wilayah Merauke dan sekitarnya']"
3000,"['Mempresentasikan Produk Oral, Injeksi, Antibiotik, Obat Generik Berlogo (OGB) kepada dokter/relasi', 'Menciptakan permintaan terhadap produk', 'Mencapai target penjualan', 'Membina serta mempertahankan hubungan baik dengan relasi']","['Pendidikan minimal D3 semua jurusan (terbuka untuk lulusan baru)', 'Memiliki pengalaman sebagai Medical Representative atau Marketing', 'lebih disukai Memiliki SIM C dan dapat mengusahakan motor sendiri', 'Menyukai pekerjaan dilapangan, enerjik dan komunikatif', 'Bersedia ditempatkan di seluruh wilayah Tulungagung dan sekitarnya']"
3001,"['Menyusun, mengimplementasikan, dan mengawasi kebijakan keselamatan dan kesehatan di tempat kerja.', 'Memastikan bahwa prosedur keselamatan dan kesehatan yang diterapkan sesuai dengan standar dan regula', 'Mengidentifikasi potensi bahaya di tempat kerja dan merancang langkah-langkah pencegahan.', 'Melakukan audit keselamatan secara rutin untuk memastikan kepatuhan terhadap peraturan kesehatan dan', 'Melakukan penilaian risiko untuk mengidentifikasi potensi bahaya dan mengembangkan strategi mitigasi', 'Memberikan rekomendasi untuk memperbaiki prosedur dan praktik kerja agar lebih aman.', 'Menyusun dan memberikan pelatihan keselamatan kepada seluruh karyawan, termasuk prosedur darurat dan', 'Meningkatkan kesadaran tentang pentingnya keselamatan dan kesehatan di tempat kerja.', 'Melakukan investigasi terhadap setiap kecelakaan atau insiden yang terjadi di tempat kerja.', 'Menyusun laporan insiden dan memberikan rekomendasi untuk mencegah kejadian serupa di masa depan.', 'Memantau dan menganalisis data terkait kecelakaan, penyakit, atau pelanggaran keselamatan dan keseha', 'Menyusun laporan tentang kinerja SHE untuk manajemen dan pihak terkait.', 'Memastikan perusahaan mematuhi peraturan perundang-undangan yang terkait dengan keselamatan, kesehat', 'Mengkoordinasi pengadaan dan penggunaan alat pelindung diri yang sesuai dengan regulasi.', 'Mengawasi pengelolaan limbah dan polusi di tempat kerja untuk meminimalkan dampaknya terhadap lingku', 'Menerapkan kebijakan ramah lingkungan dan mendorong perusahaan untuk lebih berkelanjutan.', 'Berinteraksi dengan pihak terkait seperti lembaga pengawas, badan pemerintah, atau pihak ketiga lain', 'Menyediakan informasi terkait audit atau inspeksi yang dilakukan oleh pihak eksternal.', 'Mengembangkan dan melaksanakan program kesehatan bagi karyawan.', 'Memberikan dukungan terkait stres kerja atau masalah kesehatan lainnya yang dapat mempengaruhi produ']","['Pendidikan S1', 'Memiliki Sertifikat Ahli K3 Umum', 'Pengalaman Kerja 1-3 Tahun', 'Memahami peraturan perundangan K3 UU K3, standar ISO 45001, OHSAS 18001', 'Pengetahuan tentang audit keselamatan, manajemen risiko, dan analisis bahaya, Social Compliance', 'Sertifikasi First Aid atau Fire Safety (Menjadi Nilai Tambah)', 'Kemampuan Komunikasi yang Baik dan Kemampuan Pemecahan Masalah']"
3002,"['Memproduksi kebutuhan konten visual seluruh brand HPL VIVERE untuk Digital Marketing', 'Memproduksi kebutuhan visual brand HPL VIVERE untuk Marketing Collateral/Gimmick', 'Memproduksi kebutuhan visual brand HPL VIVERE untuk Program dan Activation', 'Mensupport program marketing brand HPL VIVERE dari sisi visual (desain grafis, video, atau lainnya)']","['Lulusan D3 atau S1 jurusan Desain Komunikasi Visual atau Desain Grafis', 'Dapat mengoperasikan Adobe Creative Suite (Photoshop, Illustrator, Premiere, dll.)', 'Memiliki portofolio desain/visual yang bagus dan menarik', 'Memiliki pengalaman 1-3 tahun', 'Memiliki taste desain dan visual yang bagus, khususnya untuk industri interior']"
3003,"['Coordinate and manage branches within the regional area, ensuring smooth operations and overseeing the academic process', 'Lead all activity initiatives within branches, including events, promotions, and other marketing efforts aimed at driving student engagement and enrollment', 'Demonstrate a comprehensive understanding of Profit and Loss (PnL) management, including evaluating local market conditions and identifying current and potential sales opportunities to optimize revenue', 'Oversee the entire customer experience, managing the end-to-end customer journey to ensure satisfaction and foster loyalty']","['Bachelor’s Degree in any major', 'Leadership experience in Sales & Marketing/Business Development/Business Operations (experience in an English course/educational/start-up environment is advantageous)', 'Good knowledge of people management and experience in handling a team', 'Strong communication skills in Bahasa Indonesia and English', 'Previous experience as an English teacher is desirable']"
3004,"['Contribute in all phases of the development life cycle (concepts, design, test, release)', 'Responsible for developing & maintaining our System end to end process', 'Deliver products with standardized security, reliability, and stability', 'Understand customer needs and requirements', 'Ability to write clean and easily maintained code.']","['Technical expertise : Minimum 1+ years experience of PHP-Laravel Experience', 'Experience with microservices Architecture', 'Good knowledge of Vue.Js / React.Js', 'Hands-on experience in REST API', 'Experience web server technologies (Apache, NGINX) and containerization (Docker, Kubernetes) is plus', 'Having interpersonal and communication skill']"
3005,"['Create marketing strategies (end-to-end) from structuring campaigns based on relevant marketing funnels to evaluating marketing strategy performance with the aim of improving the quality of coordination between individuals in the marketing team', 'Create updated content in accordance with the current trends', 'Create campaign plans that have a big impact and are likely to go viral on social media']","['Bachelor Degree of Communication', 'Have experience in same position within 2 years', 'Familiar with copywriting, campaigns and branding']"
3006,"['Melakukan cek dan menginput tagihan AP non PO', 'Melakukan Miro Forwading (AP Exim)', 'Proses & Realisasi Kasbon Uang Muka, Exim, PIB', 'Melakukan Jurnal amortisasi Prepaid Expense, Insurance, dll.', 'Reval & Rekap Aging AR, AP,UDP; Rekap Biaya IT', 'Rekonsiliasi Neraca dan melakukan follow up untuk kasbon dan saldo outstanding', 'Melakukan Physical Inventory Monthly']","['Pendidikan S1 Akuntansi, min IPK 3,2', 'Pengalaman kerja minimal 2 tahun dibidang yang sama', 'Pengetahuan mengenai Akuntansi, Laporan Keuangan, dan Pajak', 'Diutamakan yang sudah pernah menggunakan sistem SAP', 'Dapat bekerja sesuai target yang sudah ditentukan']"
3007,"['• Memproses identifikasi permintaan asset dari semua divisi.', '• Membuat laporan inventori setiap bulan dan laporan hasil stock opname setiap bulan sekali.', '- Membuat data-data pendukung Lap.Keuangan', '• Memfile semua bukti yang berkaitan dengan tugas dan wewenang sebagai accounting dengan lengkap', '- Input transaksi yang berhubungan dengan operasional perusahaan', '• dilakukan proses pengakuan Membuat laporan project yang akan pendapatan dan biaya']","['- Pendidikan minimal S1/ Akuntansi', '- Memiliki kemampuan mengenai item2 dalam laporan keuangan.', '- Memiliki analisa yang kuat terhadap identifikasi setiap transaksi keuangan.', '- Menguasai SAP minimal modul GL, FI dan CO', '- Memiliki kemampuan dalam mengoperasikan computer minimal Microsoft Excell, Word dan Power Point.']"
3008,"['- Memahami dasar sistem Pelatihan di Organisasi', '- Memahami dasar Organisasi', '- Mempunyai kemampuan komunikasi yang baik', '- Mempunyai kemampuan komunikasi yang baik menggunakan bahasa inggris', '- Mempunyai public speaking yang baik', '\xa0\xa0']","['- S1 jur Psikologi, Teknik Industri, Management SDM', '- Memahami tahapan pengembangan karyawan', '- Memahami tahapan pelaksanaan training', '- Memahami tahapan seleksi karyawan', '-\xa0Bersedia ditempatkan di Rancaekek']"
